case_test, size, search_type,count,time,ids,right_answer
tests/79-test.txt,27,B&B DFS,47,0.444,1 11 12 18 22 25 ,1 11 12 18 22 25 
tests/79-test.txt,27,B&B BFS,148605,1697.53,1 11 12 18 22 25 ,1 11 12 18 22 25 
tests/80-test.txt,23,Blind Search,192937984,2031.95,2 8 9 20 ,2 8 9 20 
tests/80-test.txt,23,Best-Fit Search,23,0.032,20 8 2 6 ,2 8 9 20 
tests/80-test.txt,23,B&B DFS,95,0.737,2 8 9 20 ,2 8 9 20 
tests/80-test.txt,23,B&B BFS,7825,83.553,2 8 9 20 ,2 8 9 20 
tests/81-test.txt,25,Blind Search,838860800,8547.12,,
tests/81-test.txt,25,Best-Fit Search,25,0.037,,
tests/81-test.txt,25,B&B DFS,51,0.254,,
tests/81-test.txt,25,B&B BFS,51,0.473,,
tests/82-test.txt,12,Blind Search,49152,0.594,1 7 8 9 10 11 ,1 7 8 9 10 11 
tests/82-test.txt,12,Best-Fit Search,12,0.017,1 9 10 7 8 11 ,1 7 8 9 10 11 
tests/82-test.txt,12,B&B DFS,23,0.115,1 7 8 9 10 11 ,1 7 8 9 10 11 
tests/82-test.txt,12,B&B BFS,127,0.959,1 7 8 9 10 11 ,1 7 8 9 10 11 
tests/83-test.txt,9,Blind Search,4608,0.071,6 ,6 
tests/83-test.txt,9,Best-Fit Search,9,0.014,3 ,6 
tests/83-test.txt,9,B&B DFS,53,0.15,6 ,6 
tests/83-test.txt,9,B&B BFS,69,0.351,6 ,6 
tests/84-test.txt,11,Blind Search,22528,0.541,2 8 10 ,2 8 10 
tests/84-test.txt,11,Best-Fit Search,11,0.028,2 8 10 ,2 8 10 
tests/84-test.txt,11,B&B DFS,17,0.151,2 8 10 ,2 8 10 
tests/84-test.txt,11,B&B BFS,119,1.362,2 8 10 ,2 8 10 
tests/85-test.txt,14,Blind Search,229376,3.416,0 2 5 6 8 10 ,0 2 5 6 8 10 
tests/85-test.txt,14,Best-Fit Search,14,0.027,10 8 0 5 4 2 ,0 2 5 6 8 10 
tests/85-test.txt,14,B&B DFS,141,0.846,0 2 5 6 8 10 ,0 2 5 6 8 10 
tests/85-test.txt,14,B&B BFS,471,3.78,0 2 5 6 8 10 ,0 2 5 6 8 10 
tests/86-test.txt,12,Blind Search,49152,0.575,0 2 5 8 ,0 2 5 8 
tests/86-test.txt,12,Best-Fit Search,12,0.015,0 5 7 8 ,0 2 5 8 
tests/86-test.txt,12,B&B DFS,81,0.307,0 2 5 8 ,0 2 5 8 
tests/86-test.txt,12,B&B BFS,337,2.435,0 2 5 8 ,0 2 5 8 
tests/87-test.txt,21,Blind Search,44040192,454.585,,
tests/87-test.txt,21,Best-Fit Search,21,0.028,,
tests/87-test.txt,21,B&B DFS,43,0.181,,
tests/87-test.txt,21,B&B BFS,43,0.357,,
tests/88-test.txt,18,Blind Search,4718592,51.195,3 8 10 13 17 ,3 8 10 13 17 
tests/88-test.txt,18,Best-Fit Search,18,0.028,10 8 13 4 17 ,3 8 10 13 17 
tests/88-test.txt,18,B&B DFS,111,0.71,3 8 10 13 17 ,3 8 10 13 17 
tests/88-test.txt,18,B&B BFS,3429,29.715,3 8 10 13 17 ,3 8 10 13 17 
tests/89-test.txt,15,Blind Search,491520,5.317,0 1 2 5 6 10 14 ,0 1 2 5 6 10 14 
tests/89-test.txt,15,Best-Fit Search,15,0.02,0 1 2 14 10 5 6 ,0 1 2 5 6 10 14 
tests/89-test.txt,15,B&B DFS,19,0.126,0 1 2 5 6 10 14 ,0 1 2 5 6 10 14 
tests/89-test.txt,15,B&B BFS,509,4.696,0 1 2 5 6 10 14 ,0 1 2 5 6 10 14 
tests/90-test.txt,16,Blind Search,1048576,12.163,1 4 5 7 12 ,1 4 5 7 12 
tests/90-test.txt,16,Best-Fit Search,16,0.021,4 1 0 5 ,1 4 5 7 12 
tests/90-test.txt,16,B&B DFS,203,1.042,1 4 5 7 12 ,1 4 5 7 12 
tests/90-test.txt,16,B&B BFS,2155,17.259,1 4 5 7 12 ,1 4 5 7 12 
tests/91-test.txt,18,Blind Search,4718592,51.781,1 7 ,1 7 
tests/91-test.txt,18,Best-Fit Search,18,0.026,1 0 ,1 7 
tests/91-test.txt,18,B&B DFS,117,0.631,1 7 ,1 7 
tests/91-test.txt,18,B&B BFS,619,4.913,1 7 ,1 7 
tests/92-test.txt,8,Blind Search,2048,0.038,1 4 5 ,1 4 5 
tests/92-test.txt,8,Best-Fit Search,8,0.011,4 5 2 ,1 4 5 
tests/92-test.txt,8,B&B DFS,21,0.07,1 4 5 ,1 4 5 
tests/92-test.txt,8,B&B BFS,47,0.264,1 4 5 ,1 4 5 
tests/93-test.txt,11,Blind Search,22528,0.266,1 3 5 7 ,1 3 5 7 
tests/93-test.txt,11,Best-Fit Search,11,0.014,1 5 3 7 ,1 3 5 7 
tests/93-test.txt,11,B&B DFS,23,0.088,1 3 5 7 ,1 3 5 7 
tests/93-test.txt,11,B&B BFS,205,1.235,1 3 5 7 ,1 3 5 7 
tests/94-test.txt,13,Blind Search,106496,1.382,0 5 6 8 9 ,0 5 6 8 9 
tests/94-test.txt,13,Best-Fit Search,13,0.019,8 5 9 12 0 11 ,0 5 6 8 9 
tests/94-test.txt,13,B&B DFS,73,0.453,0 5 6 8 9 ,0 5 6 8 9 
tests/94-test.txt,13,B&B BFS,255,1.863,0 5 6 8 9 ,0 5 6 8 9 
tests/95-test.txt,19,Blind Search,9961472,105.636,,
tests/95-test.txt,19,Best-Fit Search,19,0.025,,
tests/95-test.txt,19,B&B DFS,39,0.162,,
tests/95-test.txt,19,B&B BFS,39,0.302,,
tests/96-test.txt,19,Blind Search,9961472,104.999,4 6 8 16 17 18 ,4 6 8 16 17 18 
tests/96-test.txt,19,Best-Fit Search,19,0.025,6 18 8 17 15 16 ,4 6 8 16 17 18 
tests/96-test.txt,19,B&B DFS,77,0.615,4 6 8 16 17 18 ,4 6 8 16 17 18 
tests/96-test.txt,19,B&B BFS,8585,80.427,4 6 8 16 17 18 ,4 6 8 16 17 18 
tests/97-test.txt,19,Blind Search,9961472,113.097,3 4 9 10 11 17 ,3 4 9 10 11 17 
tests/97-test.txt,19,Best-Fit Search,19,0.042,11 17 3 10 9 13 ,3 4 9 10 11 17 
tests/97-test.txt,19,B&B DFS,89,0.932,3 4 9 10 11 17 ,3 4 9 10 11 17 
tests/97-test.txt,19,B&B BFS,6707,67.639,3 4 9 10 11 17 ,3 4 9 10 11 17 
tests/98-test.txt,23,Blind Search,192937984,2278.61,,
tests/98-test.txt,23,Best-Fit Search,23,0.033,,
tests/98-test.txt,23,B&B DFS,47,0.242,,
tests/98-test.txt,23,B&B BFS,47,0.439,,
tests/99-test.txt,10,Blind Search,10240,0.154,1 2 4 7 8 9 ,1 2 4 7 8 9 
tests/99-test.txt,10,Best-Fit Search,10,0.018,2 1 7 4 8 9 ,1 2 4 7 8 9 
tests/99-test.txt,10,B&B DFS,11,0.055,1 2 4 7 8 9 ,1 2 4 7 8 9 
tests/99-test.txt,10,B&B BFS,31,0.243,1 2 4 7 8 9 ,1 2 4 7 8 9 
tests/100-test.txt,21,Blind Search,44040192,543.413,,
tests/100-test.txt,21,Best-Fit Search,21,0.049,,
tests/100-test.txt,21,B&B DFS,43,0.326,,
tests/100-test.txt,21,B&B BFS,43,0.617,,
tests/101-test.txt,18,Blind Search,4718592,72.306,1 2 3 5 8 10 ,1 2 3 5 8 10 
tests/101-test.txt,18,Best-Fit Search,18,0.038,8 5 2 10 6 0 13 16 ,1 2 3 5 8 10 
tests/101-test.txt,18,B&B DFS,243,2.153,1 2 3 5 8 10 ,1 2 3 5 8 10 
tests/101-test.txt,18,B&B BFS,1581,22.28,1 2 3 5 8 10 ,1 2 3 5 8 10 
tests/102-test.txt,15,Blind Search,491520,5.898,0 9 10 12 ,0 9 10 12 
tests/102-test.txt,15,Best-Fit Search,15,0.022,12 8 9 0 2 7 ,0 9 10 12 
tests/102-test.txt,15,B&B DFS,93,0.493,0 9 10 12 ,0 9 10 12 
tests/102-test.txt,15,B&B BFS,797,10.108,0 9 10 12 ,0 9 10 12 
tests/103-test.txt,24,Blind Search,402653184,4205.35,2 13 15 19 ,2 13 15 19 
tests/103-test.txt,24,Best-Fit Search,24,0.032,15 2 13 16 ,2 13 15 19 
tests/103-test.txt,24,B&B DFS,157,1.386,2 13 15 19 ,2 13 15 19 
tests/103-test.txt,24,B&B BFS,4509,48.525,2 13 15 19 ,2 13 15 19 
tests/104-test.txt,16,Blind Search,1048576,11.998,7 8 9 14 15 ,7 8 9 14 15 
tests/104-test.txt,16,Best-Fit Search,16,0.026,15 8 7 9 2 10 ,7 8 9 14 15 
tests/104-test.txt,16,B&B DFS,115,0.69,7 8 9 14 15 ,7 8 9 14 15 
tests/104-test.txt,16,B&B BFS,871,8.258,7 8 9 14 15 ,7 8 9 14 15 
tests/105-test.txt,16,Blind Search,1048576,12.277,0 8 9 10 14 ,0 8 9 10 14 
tests/105-test.txt,16,Best-Fit Search,16,0.021,0 8 9 10 3 ,0 8 9 10 14 
tests/105-test.txt,16,B&B DFS,63,0.334,0 8 9 10 14 ,0 8 9 10 14 
tests/105-test.txt,16,B&B BFS,1391,11.994,0 8 9 10 14 ,0 8 9 10 14 
tests/106-test.txt,22,Blind Search,92274688,993.444,1 2 10 13 14 17 ,1 2 10 13 14 17 
tests/106-test.txt,22,Best-Fit Search,22,0.04,14 17 13 1 10 2 ,1 2 10 13 14 17 
tests/106-test.txt,22,B&B DFS,141,1.128,1 2 10 13 14 17 ,1 2 10 13 14 17 
tests/106-test.txt,22,B&B BFS,11925,125.243,1 2 10 13 14 17 ,1 2 10 13 14 17 
tests/107-test.txt,9,Blind Search,4608,0.071,2 5 ,2 5 
tests/107-test.txt,9,Best-Fit Search,9,0.013,5 2 ,2 5 
tests/107-test.txt,9,B&B DFS,15,0.059,2 5 ,2 5 
tests/107-test.txt,9,B&B BFS,57,0.316,2 5 ,2 5 
tests/108-test.txt,14,Blind Search,229376,2.617,11 ,11 
tests/108-test.txt,14,Best-Fit Search,14,0.017,11 ,11 
tests/108-test.txt,14,B&B DFS,27,0.091,11 ,11 
tests/108-test.txt,14,B&B BFS,27,0.183,11 ,11 
tests/109-test.txt,11,Blind Search,22528,0.271,0 2 7 ,0 2 7 
tests/109-test.txt,11,Best-Fit Search,11,0.014,7 0 2 ,0 2 7 
tests/109-test.txt,11,B&B DFS,33,0.118,0 2 7 ,0 2 7 
tests/109-test.txt,11,B&B BFS,121,0.694,0 2 7 ,0 2 7 
tests/110-test.txt,9,Blind Search,4608,0.081,1 5 ,1 5 
tests/110-test.txt,9,Best-Fit Search,9,0.015,1 5 ,1 5 
tests/110-test.txt,9,B&B DFS,23,0.08,1 5 ,1 5 
tests/110-test.txt,9,B&B BFS,37,0.266,1 5 ,1 5 
tests/111-test.txt,24,Blind Search,402653184,4188.42,12 13 23 ,12 13 23 
tests/111-test.txt,24,Best-Fit Search,24,0.033,13 12 23 ,12 13 23 
tests/111-test.txt,24,B&B DFS,45,0.373,12 13 23 ,12 13 23 
tests/111-test.txt,24,B&B BFS,1461,13.965,12 13 23 ,12 13 23 
tests/112-test.txt,26,Blind Search,1744830464,17329.1,16 22 24 ,16 22 24 
tests/112-test.txt,26,Best-Fit Search,26,0.039,16 22 24 ,16 22 24 
tests/112-test.txt,26,B&B DFS,51,0.451,16 22 24 ,16 22 24 
tests/112-test.txt,26,B&B BFS,877,8.927,16 22 24 ,16 22 24 
tests/113-test.txt,16,Blind Search,1048576,16.681,10 11 14 ,10 11 14 
tests/113-test.txt,16,Best-Fit Search,16,0.031,14 10 11 ,10 11 14 
tests/113-test.txt,16,B&B DFS,111,0.632,10 11 14 ,10 11 14 
tests/113-test.txt,16,B&B BFS,931,7.174,10 11 14 ,10 11 14 
tests/114-test.txt,8,Blind Search,2048,0.039,1 2 4 5 6 ,1 2 4 5 6 
tests/114-test.txt,8,Best-Fit Search,8,0.012,2 1 5 6 4 ,1 2 4 5 6 
tests/114-test.txt,8,B&B DFS,7,0.031,1 2 4 5 6 ,1 2 4 5 6 
tests/114-test.txt,8,B&B BFS,15,0.125,1 2 4 5 6 ,1 2 4 5 6 
tests/115-test.txt,24,Blind Search,402653184,4102.66,,
tests/115-test.txt,24,Best-Fit Search,24,0.034,,
tests/115-test.txt,24,B&B DFS,49,0.237,,
tests/115-test.txt,24,B&B BFS,49,0.45,,
tests/116-test.txt,16,Blind Search,1048576,11.101,1 5 11 13 ,1 5 11 13 
tests/116-test.txt,16,Best-Fit Search,16,0.02,13 1 5 11 ,1 5 11 13 
tests/116-test.txt,16,B&B DFS,35,0.194,1 5 11 13 ,1 5 11 13 
tests/116-test.txt,16,B&B BFS,1611,12.168,1 5 11 13 ,1 5 11 13 
tests/117-test.txt,9,Blind Search,4608,0.07,2 5 ,2 5 
tests/117-test.txt,9,Best-Fit Search,9,0.015,5 2 ,2 5 
tests/117-test.txt,9,B&B DFS,41,0.113,2 5 ,2 5 
tests/117-test.txt,9,B&B BFS,85,0.426,2 5 ,2 5 
tests/118-test.txt,19,Blind Search,9961472,101.496,5 10 13 14 15 16 ,5 10 13 14 15 16 
tests/118-test.txt,19,Best-Fit Search,19,0.026,13 14 16 5 3 7 ,5 10 13 14 15 16 
tests/118-test.txt,19,B&B DFS,161,1.042,5 10 13 14 15 16 ,5 10 13 14 15 16 
tests/118-test.txt,19,B&B BFS,8589,78.311,5 10 13 14 15 16 ,5 10 13 14 15 16 
tests/119-test.txt,16,Blind Search,1048576,11.147,0 3 12 ,0 3 12 
tests/119-test.txt,16,Best-Fit Search,16,0.02,3 0 12 ,0 3 12 
tests/119-test.txt,16,B&B DFS,27,0.164,0 3 12 ,0 3 12 
tests/119-test.txt,16,B&B BFS,503,3.51,0 3 12 ,0 3 12 
tests/120-test.txt,8,Blind Search,2048,0.038,0 2 6 7 ,0 2 6 7 
tests/120-test.txt,8,Best-Fit Search,8,0.012,0 6 2 7 ,0 2 6 7 
tests/120-test.txt,8,B&B DFS,29,0.092,0 2 6 7 ,0 2 6 7 
tests/120-test.txt,8,B&B BFS,37,0.22,0 2 6 7 ,0 2 6 7 
tests/121-test.txt,17,Blind Search,2228224,23.991,7 11 16 ,7 11 16 
tests/121-test.txt,17,Best-Fit Search,17,0.023,7 11 16 ,7 11 16 
tests/121-test.txt,17,B&B DFS,37,0.231,7 11 16 ,7 11 16 
tests/121-test.txt,17,B&B BFS,725,5.411,7 11 16 ,7 11 16 
tests/122-test.txt,24,Blind Search,402653184,3948.55,5 18 ,5 18 
tests/122-test.txt,24,Best-Fit Search,24,0.033,5 18 ,5 18 
tests/122-test.txt,24,B&B DFS,45,0.319,5 18 ,5 18 
tests/122-test.txt,24,B&B BFS,485,4.274,5 18 ,5 18 
tests/123-test.txt,27,Blind Search,-671088640,34739.1,5 12 24 25 26 ,5 12 24 25 26 
tests/123-test.txt,27,Best-Fit Search,27,0.041,25 24 26 16 ,5 12 24 25 26 
tests/123-test.txt,27,B&B DFS,261,2.288,5 12 24 25 26 ,5 12 24 25 26 
tests/123-test.txt,27,B&B BFS,12527,139.025,5 12 24 25 26 ,5 12 24 25 26 
tests/124-test.txt,12,Blind Search,49152,0.57,1 2 4 6 ,1 2 4 6 
tests/124-test.txt,12,Best-Fit Search,12,0.016,4 2 1 6 ,1 2 4 6 
tests/124-test.txt,12,B&B DFS,21,0.089,1 2 4 6 ,1 2 4 6 
tests/124-test.txt,12,B&B BFS,243,1.745,1 2 4 6 ,1 2 4 6 
tests/125-test.txt,11,Blind Search,22528,0.297,6 9 ,6 9 
tests/125-test.txt,11,Best-Fit Search,11,0.015,6 9 ,6 9 
tests/125-test.txt,11,B&B DFS,119,0.376,6 9 ,6 9 
tests/125-test.txt,11,B&B BFS,209,1.29,6 9 ,6 9 
tests/126-test.txt,27,Blind Search,-671088640,35334.5,1 15 ,1 15 
tests/126-test.txt,27,Best-Fit Search,27,0.037,15 2 ,1 15 
tests/126-test.txt,27,B&B DFS,195,1.218,1 15 ,1 15 
tests/126-test.txt,27,B&B BFS,929,9.185,1 15 ,1 15 
tests/127-test.txt,15,Blind Search,491520,5.227,3 5 6 8 9 11 ,3 5 6 8 9 11 
tests/127-test.txt,15,Best-Fit Search,15,0.03,5 3 9 6 1 8 12 ,3 5 6 8 9 11 
tests/127-test.txt,15,B&B DFS,101,0.507,3 5 6 8 9 11 ,3 5 6 8 9 11 
tests/127-test.txt,15,B&B BFS,489,3.853,3 5 6 8 9 11 ,3 5 6 8 9 11 
tests/128-test.txt,19,Blind Search,9961472,101.746,18 ,18 
tests/128-test.txt,19,Best-Fit Search,19,0.025,18 ,18 
tests/128-test.txt,19,B&B DFS,37,0.166,18 ,18 
tests/128-test.txt,19,B&B BFS,83,0.626,18 ,18 
tests/129-test.txt,26,Blind Search,1744830464,16608.8,2 6 7 10 11 23 24 ,2 6 7 10 11 23 24 
tests/129-test.txt,26,Best-Fit Search,26,0.037,6 23 24 7 2 11 8 ,2 6 7 10 11 23 24 
tests/129-test.txt,26,B&B DFS,145,1.281,2 6 7 10 11 23 24 ,2 6 7 10 11 23 24 
tests/129-test.txt,26,B&B BFS,58443,629.427,2 6 7 10 11 23 24 ,2 6 7 10 11 23 24 
tests/130-test.txt,16,Blind Search,1048576,11.147,3 10 12 13 15 ,3 10 12 13 15 
tests/130-test.txt,16,Best-Fit Search,16,0.021,3 15 10 12 13 ,3 10 12 13 15 
tests/130-test.txt,16,B&B DFS,25,0.151,3 10 12 13 15 ,3 10 12 13 15 
tests/130-test.txt,16,B&B BFS,1385,10.349,3 10 12 13 15 ,3 10 12 13 15 
tests/131-test.txt,13,Blind Search,106496,1.28,6 8 9 ,6 8 9 
tests/131-test.txt,13,Best-Fit Search,13,0.016,9 6 8 ,6 8 9 
tests/131-test.txt,13,B&B DFS,81,0.323,6 8 9 ,6 8 9 
tests/131-test.txt,13,B&B BFS,387,2.666,6 8 9 ,6 8 9 
tests/132-test.txt,14,Blind Search,229376,2.885,1 5 12 ,1 5 12 
tests/132-test.txt,14,Best-Fit Search,14,0.02,5 12 1 ,1 5 12 
tests/132-test.txt,14,B&B DFS,53,0.359,1 5 12 ,1 5 12 
tests/132-test.txt,14,B&B BFS,453,3.001,1 5 12 ,1 5 12 
tests/133-test.txt,16,Blind Search,1048576,13.61,14 ,14 
tests/133-test.txt,16,Best-Fit Search,16,0.025,14 ,14 
tests/133-test.txt,16,B&B DFS,33,0.146,14 ,14 
tests/133-test.txt,16,B&B BFS,63,0.458,14 ,14 
tests/134-test.txt,8,Blind Search,2048,0.04,0 3 4 5 6 ,0 3 4 5 6 
tests/134-test.txt,8,Best-Fit Search,8,0.013,3 6 5 0 4 ,0 3 4 5 6 
tests/134-test.txt,8,B&B DFS,7,0.034,0 3 4 5 6 ,0 3 4 5 6 
tests/134-test.txt,8,B&B BFS,15,0.113,0 3 4 5 6 ,0 3 4 5 6 
tests/135-test.txt,17,Blind Search,2228224,26.314,5 6 10 12 15 ,5 6 10 12 15 
tests/135-test.txt,17,Best-Fit Search,17,0.024,12 6 10 15 11 0 ,5 6 10 12 15 
tests/135-test.txt,17,B&B DFS,219,1.273,5 6 10 12 15 ,5 6 10 12 15 
tests/135-test.txt,17,B&B BFS,2007,18.076,5 6 10 12 15 ,5 6 10 12 15 
tests/136-test.txt,20,Blind Search,20971520,216.036,0 10 12 19 ,0 10 12 19 
tests/136-test.txt,20,Best-Fit Search,20,0.026,19 12 0 5 ,0 10 12 19 
tests/136-test.txt,20,B&B DFS,169,1.069,0 10 12 19 ,0 10 12 19 
tests/136-test.txt,20,B&B BFS,4259,37.574,0 10 12 19 ,0 10 12 19 
tests/137-test.txt,19,Blind Search,9961472,104.609,1 3 6 9 ,1 3 6 9 
tests/137-test.txt,19,Best-Fit Search,19,0.026,6 3 1 9 ,1 3 6 9 
tests/137-test.txt,19,B&B DFS,39,0.252,1 3 6 9 ,1 3 6 9 
tests/137-test.txt,19,B&B BFS,7005,60.752,1 3 6 9 ,1 3 6 9 
tests/138-test.txt,16,Blind Search,1048576,11.643,4 8 10 ,4 8 10 
tests/138-test.txt,16,Best-Fit Search,16,0.032,10 4 8 ,4 8 10 
tests/138-test.txt,16,B&B DFS,27,0.178,4 8 10 ,4 8 10 
tests/138-test.txt,16,B&B BFS,575,4.159,4 8 10 ,4 8 10 
tests/139-test.txt,21,Blind Search,44040192,466.523,1 3 10 12 13 18 ,1 3 10 12 13 18 
tests/139-test.txt,21,Best-Fit Search,21,0.032,1 12 18 10 13 16 ,1 3 10 12 13 18 
tests/139-test.txt,21,B&B DFS,103,0.82,1 3 10 12 13 18 ,1 3 10 12 13 18 
tests/139-test.txt,21,B&B BFS,13709,137.047,1 3 10 12 13 18 ,1 3 10 12 13 18 
tests/140-test.txt,21,Blind Search,44040192,481.248,,
tests/140-test.txt,21,Best-Fit Search,21,0.029,,
tests/140-test.txt,21,B&B DFS,43,0.185,,
tests/140-test.txt,21,B&B BFS,43,0.36,,
tests/141-test.txt,24,Blind Search,402653184,4079.67,0 2 9 18 ,0 2 9 18 
tests/141-test.txt,24,Best-Fit Search,24,0.036,2 0 18 9 ,0 2 9 18 
tests/141-test.txt,24,B&B DFS,371,2.906,0 2 9 18 ,0 2 9 18 
tests/141-test.txt,24,B&B BFS,11557,118.629,0 2 9 18 ,0 2 9 18 
tests/142-test.txt,20,Blind Search,20971520,223.59,9 12 13 18 ,9 12 13 18 
tests/142-test.txt,20,Best-Fit Search,20,0.028,13 18 12 9 ,9 12 13 18 
tests/142-test.txt,20,B&B DFS,53,0.367,9 12 13 18 ,9 12 13 18 
tests/142-test.txt,20,B&B BFS,3329,29.585,9 12 13 18 ,9 12 13 18 
tests/143-test.txt,27,Blind Search,-671088640,36066.1,6 7 9 12 17 18 19 24 ,6 7 9 12 17 18 19 24 
tests/143-test.txt,27,Best-Fit Search,27,0.04,7 6 12 17 9 24 22 ,6 7 9 12 17 18 19 24 
tests/143-test.txt,27,B&B DFS,139,1.31,6 7 9 12 17 18 19 24 ,6 7 9 12 17 18 19 24 
tests/143-test.txt,27,B&B BFS,109819,1188.56,6 7 9 12 17 18 19 24 ,6 7 9 12 17 18 19 24 
tests/144-test.txt,13,Blind Search,106496,1.204,8 ,8 
tests/144-test.txt,13,Best-Fit Search,13,0.016,2 ,8 
tests/144-test.txt,13,B&B DFS,77,0.237,8 ,8 
tests/144-test.txt,13,B&B BFS,141,0.819,8 ,8 
tests/145-test.txt,9,Blind Search,4608,0.065,0 3 4 8 ,0 3 4 8 
tests/145-test.txt,9,Best-Fit Search,9,0.013,0 4 3 8 ,0 3 4 8 
tests/145-test.txt,9,B&B DFS,23,0.084,0 3 4 8 ,0 3 4 8 
tests/145-test.txt,9,B&B BFS,61,0.362,0 3 4 8 ,0 3 4 8 
tests/146-test.txt,15,Blind Search,491520,6.005,,
tests/146-test.txt,15,Best-Fit Search,15,0.019,,
tests/146-test.txt,15,B&B DFS,31,0.109,,
tests/146-test.txt,15,B&B BFS,31,0.219,,
tests/147-test.txt,8,Blind Search,2048,0.038,4 ,4 
tests/147-test.txt,8,Best-Fit Search,8,0.012,4 ,4 
tests/147-test.txt,8,B&B DFS,15,0.045,4 ,4 
tests/147-test.txt,8,B&B BFS,27,0.153,4 ,4 
tests/148-test.txt,12,Blind Search,49152,0.591,0 4 9 11 ,0 4 9 11 
tests/148-test.txt,12,Best-Fit Search,12,0.015,4 0 11 9 ,0 4 9 11 
tests/148-test.txt,12,B&B DFS,45,0.186,0 4 9 11 ,0 4 9 11 
tests/148-test.txt,12,B&B BFS,321,2.218,0 4 9 11 ,0 4 9 11 
tests/149-test.txt,16,Blind Search,1048576,11.11,2 ,2 
tests/149-test.txt,16,Best-Fit Search,16,0.02,2 ,2 
tests/149-test.txt,16,B&B DFS,31,0.116,2 ,2 
tests/149-test.txt,16,B&B BFS,71,0.479,2 ,2 
tests/150-test.txt,13,Blind Search,106496,1.322,1 2 4 5 ,1 2 4 5 
tests/150-test.txt,13,Best-Fit Search,13,0.017,5 2 1 4 ,1 2 4 5 
tests/150-test.txt,13,B&B DFS,41,0.189,1 2 4 5 ,1 2 4 5 
tests/150-test.txt,13,B&B BFS,495,3.33,1 2 4 5 ,1 2 4 5 
tests/151-test.txt,10,Blind Search,10240,0.132,0 1 6 8 ,0 1 6 8 
tests/151-test.txt,10,Best-Fit Search,10,0.013,0 6 1 4 ,0 1 6 8 
tests/151-test.txt,10,B&B DFS,89,0.278,0 1 6 8 ,0 1 6 8 
tests/151-test.txt,10,B&B BFS,127,0.736,0 1 6 8 ,0 1 6 8 
tests/152-test.txt,13,Blind Search,106496,1.472,4 9 11 ,4 9 11 
tests/152-test.txt,13,Best-Fit Search,13,0.023,4 2 9 ,4 9 11 
tests/152-test.txt,13,B&B DFS,101,0.559,4 9 11 ,4 9 11 
tests/152-test.txt,13,B&B BFS,331,2.895,4 9 11 ,4 9 11 
tests/153-test.txt,23,Blind Search,192937984,1839.84,5 6 20 22 ,5 6 20 22 
tests/153-test.txt,23,Best-Fit Search,23,0.032,6 20 22 4 ,5 6 20 22 
tests/153-test.txt,23,B&B DFS,77,0.585,5 6 20 22 ,5 6 20 22 
tests/153-test.txt,23,B&B BFS,4015,35.766,5 6 20 22 ,5 6 20 22 
tests/154-test.txt,26,Blind Search,1744830464,16111.3,5 15 17 ,5 15 17 
tests/154-test.txt,26,Best-Fit Search,26,0.037,15 5 17 ,5 15 17 
tests/154-test.txt,26,B&B DFS,47,0.419,5 15 17 ,5 15 17 
tests/154-test.txt,26,B&B BFS,1789,16.836,5 15 17 ,5 15 17 
tests/155-test.txt,20,Blind Search,20971520,206.258,,
tests/155-test.txt,20,Best-Fit Search,20,0.026,,
tests/155-test.txt,20,B&B DFS,41,0.168,,
tests/155-test.txt,20,B&B BFS,41,0.322,,
tests/156-test.txt,17,Blind Search,2228224,23.446,1 6 10 12 ,1 6 10 12 
tests/156-test.txt,17,Best-Fit Search,17,0.023,6 1 10 12 ,1 6 10 12 
tests/156-test.txt,17,B&B DFS,27,0.167,1 6 10 12 ,1 6 10 12 
tests/156-test.txt,17,B&B BFS,1013,7.451,1 6 10 12 ,1 6 10 12 
tests/157-test.txt,8,Blind Search,2048,0.036,0 3 6 ,0 3 6 
tests/157-test.txt,8,Best-Fit Search,8,0.012,6 0 3 ,0 3 6 
tests/157-test.txt,8,B&B DFS,31,0.093,0 3 6 ,0 3 6 
tests/157-test.txt,8,B&B BFS,61,0.351,0 3 6 ,0 3 6 
tests/158-test.txt,13,Blind Search,106496,1.243,3 7 8 10 ,3 7 8 10 
tests/158-test.txt,13,Best-Fit Search,13,0.016,8 10 7 3 ,3 7 8 10 
tests/158-test.txt,13,B&B DFS,77,0.299,3 7 8 10 ,3 7 8 10 
tests/158-test.txt,13,B&B BFS,261,1.64,3 7 8 10 ,3 7 8 10 
tests/159-test.txt,24,Blind Search,402653184,3783.88,2 3 13 17 18 ,2 3 13 17 18 
tests/159-test.txt,24,Best-Fit Search,24,0.035,2 18 3 13 17 ,2 3 13 17 18 
tests/159-test.txt,24,B&B DFS,57,0.469,2 3 13 17 18 ,2 3 13 17 18 
tests/159-test.txt,24,B&B BFS,19239,179.335,2 3 13 17 18 ,2 3 13 17 18 
tests/160-test.txt,8,Blind Search,2048,0.038,0 1 2 3 4 6 ,0 1 2 3 4 6 
tests/160-test.txt,8,Best-Fit Search,8,0.012,4 0 6 3 1 2 ,0 1 2 3 4 6 
tests/160-test.txt,8,B&B DFS,5,0.024,0 1 2 3 4 6 ,0 1 2 3 4 6 
tests/160-test.txt,8,B&B BFS,7,0.052,0 1 2 3 4 6 ,0 1 2 3 4 6 
tests/161-test.txt,17,Blind Search,2228224,23.315,6 8 10 13 15 ,6 8 10 13 15 
